,대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
2614,103693,잉어,단일식품,기타,기타,기타,8
2615,103697,잉어감정,복합식품,기타,기타,기타,1
2616,103698,잉어고기국,복합식품,기타,기타,기타,1
2617,103699,잉어고기뼈가루,복합식품,기타,기타,기타,1
2618,103700,잉어국,복합식품,부식,국류,기타,3
2619,103701,잉어뇌수죽,복합식품,주식,죽류,죽,1
2620,103702,잉어말림,복합식품,부식,장아찌류,기타,1
2621,103703,잉어백숙,복합식품,부식,국류,곰국,1
2622,103705,잉어뼈,기술,기타,기타,기타,5
2623,103707,잉어숙회,복합식품,부식,회류,숙회,4
2624,103708,잉어식해,복합식품,부식,젓갈류,식해,4
2625,103710,잉어전약,복합식품,부식,회류,기타,1
2626,103711,잉어절임,복합식품,기타,기타,기타,2
2627,103712,잉어조림,복합식품,부식,찜류,조림,1
2628,103714,잉어지짐이,복합식품,부식,구이류,구이,1
2629,103716,잉어탕,복합식품,부식,국류,탕류,3
2630,103717,잉어포,복합식품,부식,장아찌류,기타,4
2631,103718,잉어회,복합식품,부식,회류,생회,3
2632,103719,자가사리지짐이,복합식품,부식,구이류,구이,1
2633,103721,자귀나무껍질,복합식품,기타,기타,기타,1
2634,103722,자두,단일식품,기타,기타,기타,1
2635,103723,자두건과,복합식품,기호식,한과류,기타,1
2636,103724,자두미수가루,복합식품,기타,기타,기타,1
2637,103725,자라고기국,복합식품,부식,국류,기타,1
2638,103726,자라국,복합식품,부식,국류,탕류,1
2639,103727,자라찜,복합식품,부식,찜류,찜,1
2640,103728,자라탕,복합식품,부식,국류,탕류,4
2641,103729,자리공,복합식품,기타,기타,기타,1
2642,103730,자반,기술,부식,장아찌류,기타,1
2643,103732,가자미자반,복합식품,부식,장아찌류,기타,2
2644,103733,갈치자반,복합식품,부식,장아찌류,기타,2
2645,103734,자반고등어,복합식품,부식,장아찌류,기타,2
2646,103735,자반미역볶음,복합식품,부식,찜류,볶음,1
2647,103737,자반연어,복합식품,부식,장아찌류,기타,3
2648,103739,자반전어,복합식품,부식,구이류,전,3
2649,103742,자반준치,복합식품,부식,장아찌류,기타,4
2650,103743,자반준치찌개,복합식품,부식,전골류,찌개,1
2651,103744,자반찌개,복합식품,부식,전골류,찌개,1
2652,103745,자반청어,복합식품,부식,장아찌류,기타,1
2653,103746,자반청어찌개,복합식품,부식,전골류,찌개,1
2654,103747,자비육,복합식품,기타,기타,기타,1
2655,103749,차조기씨절임,복합식품,기타,기타,기타,1
2656,103755,자연동,복합식품,부식,젓갈류,발효젓,1
2657,103756,자주,복합식품,주류,증류주,약용증류주,8
2658,103757,자채저법,복합식품,부식,김치,기타,1
2659,103759,자총장아찌,복합식품,부식,장아찌류,장아찌,1
2660,103760,자충이전유어,복합식품,부식,구이류,전유어,1
2661,103761,자포법,복합식품,기호식,한과류,기타,1
2662,103763,자화,단일식품,기호식,떡류,삶은떡,1
2663,103764,작설차,복합식품,기호식,음청류,다류,1
2664,103765,작심말법,복합식품,기타,기타,기타,1
2665,103766,작약,복합식품,기타,기타,기타,2
2666,103767,잔절편,복합식품,기호식,떡류,친떡,1
2667,103768,잠누르미,복합식품,부식,구이류,구이,1
2668,103770,잡곡밥,복합식품,주식,밥류,잡곡밥,5
2669,103771,잡곡주,복합식품,주류,양조곡주,순곡주류,6
2670,103772,잡곡죽,복합식품,주식,죽류,죽,2
2671,103773,잡과다식,복합식품,기호식,한과류,다식,4
2672,103774,잡과떡,복합식품,기호식,떡류,친떡,2
2673,103775,잡과병,복합식품,기호식,떡류,찐떡,6
2674,103778,잡과인절미,복합식품,기호식,떡류,기타,2
2675,103779,잡과찰떡,복합식품,기호식,떡류,찐떡,1
2676,103780,잡과편,복합식품,기호식,떡류,친떡,9
2677,103781,잡누르미,복합식품,부식,구이류,구이,3
2678,103783,잡떡,복합식품,기호식,떡류,찐떡,1
2679,103784,잡병,복합식품,기호식,떡류,찐떡,1
2680,103785,잡산적,복합식품,부식,구이류,적,10
2681,103786,잡육채,복합식품,기타,기타,기타,1
2682,103787,잡장,복합식품,조미식,장류,기타,1
2683,103788,잡젓,복합식품,부식,젓갈류,발효젓,1
2684,103789,잡찜,복합식품,부식,찜류,찜,13
2685,103790,잡채,복합식품,부식,나물류,숙채,15
2686,103791,잡탕,복합식품,부식,국류,탕류,15
2687,103793,잣,단일식품,기타,기타,기타,9
2688,103795,잣가루,단일식품,기타,기타,기타,2
2689,103796,잣가루고명,복합식품,조미식,양념류,고명류,1
2690,103797,잣강정,복합식품,기호식,한과류,유밀과,8
2691,103798,잣구리,복합식품,기타,기타,기타,1
2692,103799,잣꼬치,복합식품,기타,기타,기타,1
2693,103801,잣단자,복합식품,기호식,떡류,찐떡,1
2694,103802,잣떡,복합식품,기호식,떡류,기타,3
2695,103803,잣밀떡,복합식품,기호식,떡류,기타,1
2696,103804,잣박산,복합식품,기호식,한과류,엿강정,7
2697,103805,잣술,복합식품,주류,양조곡주,혼양곡주류,4
2698,103806,잣쌈,복합식품,기타,기타,기타,2
2699,103807,잣연사과,복합식품,기호식,한과류,유과,3
2700,103808,잣엿,복합식품,기호식,한과류,기타,3
2701,103810,잣잎,단일식품,기타,기타,기타,1
2702,103811,잣잎주,복합식품,주류,양조곡주,혼양곡주류,1
2703,103813,잣주,복합식품,주류,기타,기타,6
2704,103814,잣죽,복합식품,주식,죽류,죽,17
2705,103815,잣차,복합식품,기호식,음청류,음료류,2
2706,103816,잣편,복합식품,기호식,한과류,정과,1
2707,103817,장,복합식품,조미식,장류,된장,49
2708,103823,장과,복합식품,부식,나물류,기타,1
2709,103824,장국냉면,복합식품,주식,면류,냉면,6
2710,103825,장국밥,복합식품,주식,밥류,기타,1
2711,103826,장국원미,복합식품,기타,기타,기타,1
2712,103827,장국죽,복합식품,주식,죽류,죽,9
2713,103829,장김치,복합식품,부식,김치,배추김치,17
2714,103830,장누룩,복합식품,기타,기타,기타,8
2715,103831,장떡,복합식품,기호식,떡류,지진떡,4
2716,103832,장똑똑이,복합식품,기타,기타,기타,1
2717,103834,장미꽃전,복합식품,부식,구이류,전,1
2718,103835,장미화채,복합식품,기호식,음청류,화채,1
2719,103836,장볶기,복합식품,조미식,장류,기타,2
2720,103837,장사탕,복합식품,부식,국류,탕류,1
2721,103838,장사포식해,복합식품,부식,젓갈류,식해,1
2722,103839,장산적,복합식품,부식,구이류,적,8
2723,103840,장선,복합식품,기타,기타,기타,2
2724,103842,장송주,복합식품,주류,양조곡주,혼양곡주류,1
2725,103844,장아찌,복합식품,기호식,한과류,정과,2
2726,103847,장어고기국,복합식품,부식,국류,기타,1
2727,103848,장어구이,복합식품,부식,구이류,구이,1
2728,103849,장어죽,복합식품,주식,죽류,기타,1
2729,103852,장육,복합식품,기타,기타,기타,1
2730,103855,장조림,복합식품,기타,기타,기타,1
2731,103856,장족편,복합식품,부식,회류,편육,1
2732,103857,장짠지,복합식품,부식,김치,무김치,4
2733,103858,장춘주,복합식품,주류,양조곡주,순곡주류,1
2734,103859,장편육,복합식품,부식,회류,편육,1
2735,103860,장포,복합식품,부식,장아찌류,기타,5
2736,103861,재강죽,복합식품,주식,죽류,죽,2
2737,103864,저염된장,복합식품,조미식,장류,기타,1
2738,103865,저포탕,복합식품,부식,국류,맑은장국,2
2739,103866,저피수정,복합식품,부식,회류,기타,2
2740,103868,적복령편,복합식품,기호식,떡류,기타,1
2741,103869,적석지수제비,복합식품,주식,면류,수제비,1
2742,103870,적선소주,복합식품,주류,기타,기타,4
2743,103872,전갱이젓,복합식품,부식,젓갈류,기타,1
2744,103873,전골,복합식품,부식,전골류,전골,9
2745,103877,전국장,복합식품,조미식,장류,된장,1
2746,103878,전동화,복합식품,기타,기타,기타,1
2747,103879,전라도지,복합식품,부식,김치,무김치,1
2748,103880,전병,복합식품,기호식,떡류,지진떡,2
2749,103882,전복,단일식품,부식,회류,생회,1
2750,103885,전복구이,복합식품,부식,구이류,구이,1
2751,103886,전복김치,복합식품,부식,김치,기타,5
2752,103887,전복냉채,복합식품,부식,나물류,냉채,1
2753,103889,전복숙,복합식품,기타,기타,기타,1
2754,103890,전복쌈,복합식품,부식,장아찌류,기타,6
2755,103891,전복장아찌,복합식품,부식,장아찌류,장아찌,6
2756,103892,전복젓,복합식품,부식,젓갈류,발효젓,1
2757,103893,전복조림,복합식품,부식,찜류,조림,1
2758,103894,전복죽,복합식품,주식,죽류,죽,1
2759,103896,전복찜,복합식품,부식,찜류,찜,6
2760,103897,전복초,복합식품,부식,찜류,초,22
2761,103900,전복회,복합식품,부식,회류,생회,3
2762,103901,전숙란,복합식품,부식,회류,숙란,1
2763,103902,전시,복합식품,조미식,장류,기타,1
2764,103903,전시장,복합식품,조미식,장류,기타,3
2765,103904,전약,복합식품,부식,회류,편육,13
2766,103905,전약과,복합식품,부식,회류,편육,3
2767,103907,전어회,복합식품,부식,회류,생회,1
2768,103908,전유어,복합식품,부식,구이류,전,22
2769,103910,전이과,복합식품,기호식,떡류,기타,1
2770,103911,전자손초,복합식품,조미식,양념류,양념류,1
2771,103912,전주식장,복합식품,조미식,장류,된장,3
2772,103913,전주편,복합식품,기호식,떡류,찐떡,1
2773,103915,전초튀김,복합식품,기타,기타,기타,1
2774,103916,절면죽,복합식품,주식,죽류,죽,1
2775,103917,절미된장찌개,복합식품,부식,전골류,찌개,1
2776,103919,절식법,복합식품,기호식,음청류,음료류,1
2777,103920,절육,복합식품,부식,장아찌류,기타,22
2778,103922,절인고기,복합식품,기타,기타,기타,3
2779,103925,절임달걀,복합식품,기타,기타,기타,1
2780,103926,절임민어,복합식품,부식,장아찌류,기타,1
2781,103930,채소절임볶음,복합식품,부식,찜류,볶음,1
2782,103931,절주,복합식품,주류,양조곡주,순곡주류,4
2783,103932,절편,복합식품,기호식,떡류,친떡,2
2784,103933,점감주,복합식품,주류,양조곡주,순곡주류,6
2785,103934,점복숙장아찌,복합식품,부식,장아찌류,장아찌,1
2786,103935,점복쌈,복합식품,부식,구이류,전,1
2787,103936,점복초,복합식품,부식,찜류,초,1
2788,103937,점주,복합식품,주류,양조곡주,순곡주류,3
2789,103938,접시꽃,복합식품,주류,양조곡주,순곡주류,1
2790,103939,젓갈,복합식품,부식,젓갈류,발효젓,6
2791,103940,젓갈조림,복합식품,부식,젓갈류,기타,1
2792,103941,젓국지,복합식품,부식,김치,기타,4
2793,103942,젓국찌개,복합식품,부식,전골류,찌개,7
2794,103943,젓무,복합식품,부식,김치,야채김치,3
2795,103944,정과,복합식품,기호식,한과류,정과,32
2796,103947,정어리조림,복합식품,부식,찜류,조림,1
2797,103948,정월장,복합식품,조미식,장류,기타,1
2798,103949,정향,단일식품,기호식,음청류,기타,1
2799,103950,정향주,복합식품,주류,양조곡주,순곡주류,3
2800,103951,젖약재,복합식품,주류,양조곡주,순곡주류,1
2801,103953,제물묵법,복합식품,부식,나물류,묵,1
2802,103955,제밥,복합식품,주식,밥류,기타,1
2803,103956,제백주,복합식품,주류,기타,기타,3
2804,103957,제사김치,복합식품,부식,김치,무김치,1
2805,103958,제수법,복합식품,기타,기타,기타,1
2806,103961,제호탕,복합식품,기호식,음청류,음료류,6
2807,103964,조개구이,복합식품,부식,구이류,구이,1
2808,103966,조개깍두기,복합식품,부식,김치,무김치,1
2809,103967,조개스프,복합식품,기타,기타,기타,1
2810,103968,조개어채,복합식품,부식,회류,숙회,1
2811,103969,조개전,복합식품,부식,구이류,전,2
2812,103970,조개전골,복합식품,부식,전골류,전골,4
2813,103971,조개전유어,복합식품,부식,구이류,전유어,5
2814,103972,조개젓,복합식품,부식,젓갈류,발효젓,1
2815,103973,조개찌개,복합식품,부식,전골류,찌개,1
2816,103974,조개회,복합식품,부식,회류,생회,2
2817,103976,조국,복합식품,주류,양조곡주,기타,3
2818,103978,조기,단일식품,부식,회류,생회,7
2819,103979,조기구이,복합식품,부식,구이류,구이,6
2820,103980,조기국,복합식품,부식,국류,맑은장국,12
2821,103981,조기국수,복합식품,주식,면류,국수,1
2822,103985,조기자반,복합식품,부식,장아찌류,기타,4
2823,103986,조기젓,복합식품,부식,젓갈류,발효젓,9
2824,103987,조기조림,복합식품,부식,찜류,조림,2
2825,103988,조기지짐이,복합식품,부식,구이류,구이,1
2826,103989,조기찌개,복합식품,부식,전골류,찌개,5
2827,103990,조기회,복합식품,부식,회류,생회,1
2828,103992,조락법,복합식품,기타,기타,기타,2
2829,103993,조란,복합식품,기호식,한과류,기타,14
2830,103994,조리법,복합식품,부식,찜류,볶음,1
2831,103995,조림장,복합식품,조미식,장류,기타,1
2832,103997,조미료,복합식품,조미식,양념류,양념류,1
2833,103998,조미음,복합식품,주식,죽류,미음,4
2834,103999,조밥,복합식품,주식,밥류,흰밥,3
2835,104000,조시루떡,복합식품,기호식,떡류,찐떡,1
2836,104001,조유다식,복합식품,기호식,한과류,다식,1
2837,104002,조이당,복합식품,기타,기타,기타,1
2838,104003,조잡과설기떡,복합식품,기호식,떡류,찐떡,1
2839,104004,조장,복합식품,조미식,장류,된장,1
2840,104005,조죽,복합식품,주식,죽류,죽,2
2841,104006,조청,복합식품,조미식,양념류,양념류,8
2842,104007,조침젓,복합식품,부식,젓갈류,발효젓,1
2843,104009,조홍화자,복합식품,기타,기타,기타,1
2844,104010,조화생력물료,복합식품,기타,기타,기타,1
2845,104013,족미차,복합식품,기호식,음청류,다류,1
2846,104015,족병,복합식품,부식,회류,편육,6
2847,104016,족볶기,복합식품,부식,찜류,볶음,3
2848,104017,족볶음,복합식품,부식,찜류,볶음,1
2849,104018,족장아찌,복합식품,부식,장아찌류,장아찌,1
2850,104020,족채,복합식품,부식,회류,기타,4
2851,104022,족편,복합식품,부식,회류,편육,20
2852,104024,좁쌀,복합식품,기타,기타,기타,1
2853,104025,좁쌀국수,복합식품,주식,면류,국수,1
2854,104027,좁쌀미음,복합식품,주식,죽류,미음,3
2855,104028,좁쌀밥,복합식품,주식,밥류,기타,1
2856,104029,좁쌀엿,복합식품,기호식,한과류,기타,1
2857,104030,좁쌀죽,복합식품,주식,죽류,죽,5
2858,104032,좁쌀환,복합식품,기호식,음청류,기타,1
2859,104033,종유주,복합식품,주류,양조곡주,순곡주류,1
2860,104034,찰벼,기술,기타,기타,기타,1
2861,104035,좌반,복합식품,부식,구이류,전,2
2862,104036,주악,복합식품,기호식,떡류,지진떡,36
2863,104037,주자독서환,복합식품,기타,기타,기타,1
2864,104038,주저탕,복합식품,부식,국류,탕류,2
2865,104039,주정,복합식품,기타,기타,기타,1
2866,104040,죽,복합식품,주식,죽류,죽,15
2867,104043,죽동주,복합식품,주류,기타,기타,1
2868,104044,죽력고,복합식품,부식,찜류,조림,3
2869,104045,죽력,복합식품,기타,기타,기타,1
2870,104048,죽순,복합식품,기타,기타,기타,6
2871,104056,죽순고사리떡,복합식품,기호식,떡류,기타,1
2872,104057,죽순김치,복합식품,부식,김치,기타,1
2873,104058,죽순나물,복합식품,부식,나물류,숙채,3
2874,104060,죽순말림,복합식품,기타,기타,기타,7
2875,104062,죽순생선국,복합식품,부식,국류,기타,1
2876,104063,죽순절임,복합식품,기타,기타,기타,7
2877,104064,죽순정과,복합식품,기호식,한과류,정과,6
2878,104065,죽순조림,복합식품,기호식,한과류,정과,1
2879,104066,죽순찜,복합식품,부식,찜류,찜,4
2880,104067,죽순채,복합식품,부식,나물류,숙채,12
2881,104068,죽순초무침,복합식품,부식,나물류,생채,1
2882,104070,죽실밥,복합식품,주식,밥류,흰밥,1
2883,104071,죽엽주,복합식품,주류,양조곡주,혼양곡주류,5
2884,104072,죽엽춘,복합식품,주류,양조곡주,순곡주류,1
2885,104073,죽절,복합식품,기타,기타,기타,1
2886,104074,죽채저법,복합식품,부식,나물류,생채,1
2887,104075,죽통주,복합식품,주류,양조곡주,순곡주류,2
2888,104077,준순주,복합식품,주류,양조곡주,혼양곡주류,1
2889,104078,준시,단일식품,기호식,떡류,찐떡,24
2890,104079,준시단자,복합식품,기호식,떡류,찐떡,1
2891,104080,준시만두,복합식품,주식,면류,만두,1
2892,104081,준어젓,복합식품,부식,젓갈류,발효젓,1
2893,104082,준치,단일식품,부식,회류,생회,1
2894,104084,준치국,복합식품,부식,국류,맑은장국,6
2895,104085,준치만두,복합식품,주식,면류,만두,4
2896,104086,준치젓,복합식품,부식,젓갈류,발효젓,3
2897,104087,준치조림,복합식품,부식,찜류,조림,2
2898,104088,준치찜,복합식품,부식,찜류,찜,6
2899,104090,줄풀순절임,복합식품,기타,기타,기타,1
2900,104092,중계,복합식품,기타,기타,기타,2
2901,104093,중등밥,복합식품,주식,밥류,흰밥,3
2902,104094,중박계,복합식품,기호식,한과류,유밀과,5
2903,104095,중배기,복합식품,기호식,한과류,유밀과,1
2904,104096,중백기,복합식품,기호식,한과류,유밀과,4
2905,104097,중세건반연사과,복합식품,기호식,한과류,유과,1
2906,104098,쥐눈이콩,복합식품,기타,기타,기타,1
2907,104101,즙저법,복합식품,부식,나물류,생채,1
2908,104102,즙지이,복합식품,조미식,장류,된장,1
2909,104103,증병,복합식품,기호식,떡류,찐떡,1
2910,104104,증편,복합식품,기호식,떡류,찐떡,29
2911,104105,지게미,기술,기타,보관법,,2
2912,104107,가지지게미조림,복합식품,기타,기타,기타,1
2913,104108,지게미게식해,복합식품,기타,기타,기타,1
2914,104111,지게미김치,복합식품,부식,김치,기타,1
2915,104114,마늘지게미절임,복합식품,기타,기타,기타,2
2916,104115,지게미만두,복합식품,주식,면류,만두,1
2917,104116,무지게미절임,복합식품,기타,기타,기타,2
2918,104117,배추지게미절임,복합식품,기타,기타,기타,1
2919,104118,부추지게미절임,복합식품,기타,기타,기타,1
2920,104119,생강지게미절임,복합식품,기타,기타,기타,7
2921,104120,지게미식초,복합식품,조미식,양념류,양념류,1
2922,104122,지게미절임,복합식품,기타,기타,기타,1
2923,104125,지골주,복합식품,주류,기타,기타,1
2924,104126,지단,복합식품,조미식,양념류,고명류,1
2925,104127,지레김치,복합식품,부식,김치,기타,1
2926,104128,지모,복합식품,기타,기타,기타,1
2927,104129,지유탕,복합식품,기타,기타,기타,1
2928,104130,지주,복합식품,기타,기타,기타,6
2929,104131,지짐,복합식품,부식,구이류,전,1
2930,104132,지짐누르미,복합식품,부식,구이류,구이,1
2931,104133,지짐떡,복합식품,기호식,떡류,지진떡,1
2932,104134,지짐만두,복합식품,주식,면류,만두,1
2933,104135,지짐유과,복합식품,기호식,한과류,유밀과,1
2934,104136,지짐이,복합식품,부식,구이류,구이,1
2935,104137,지황,복합식품,주류,양조곡주,순곡주류,6
2936,104138,지황고자탕,복합식품,기호식,음청류,음료류,1
2937,104139,지황뇌수차,복합식품,기호식,음청류,음료류,1
2938,104140,지황주,복합식품,주류,양조곡주,순곡주류,9
2939,104141,지황죽,복합식품,주식,죽류,죽,4
2940,104143,진달래국수,복합식품,주식,면류,국수,1
2941,104144,진달래꽃술,복합식품,주류,양조곡주,순곡주류,2
2942,104145,진달래떡,복합식품,기호식,떡류,지진떡,1
2943,104146,진달래술,복합식품,주류,양조곡주,혼양곡주류,2
2944,104147,진달래화채,복합식품,기호식,음청류,화채,4
2945,104148,진맥초,복합식품,조미식,양념류,양념류,1
2946,104149,진빵,복합식품,기호식,떡류,찐떡,1
2947,104150,진상주,복합식품,주류,양조곡주,순곡주류,4
2948,104152,진자죽,복합식품,주식,죽류,죽,1
2949,104153,진장,복합식품,조미식,장류,기타,2
2950,104154,진주면,복합식품,주식,면류,기타,2
2951,104155,진주장조림,복합식품,부식,찜류,조림,1
2952,104156,진주춘주누룩,복합식품,주류,기타,기타,1
2953,104157,진주탕,복합식품,부식,국류,탕류,2
2954,104158,진초,복합식품,조미식,양념류,양념류,1
2955,104159,진편포,복합식품,부식,장아찌류,기타,1
2956,104160,진향주,복합식품,주류,양조곡주,순곡주류,1
2957,104161,질경이씨,기술,주식,죽류,죽,1
2958,104162,질경이잎죽,복합식품,부식,국류,기타,1
2959,104163,질경이즙,복합식품,기타,기타,기타,1
2960,104166,집성향주,복합식품,주류,양조곡주,순곡주류,2
2961,104167,집장,복합식품,조미식,장류,기타,6
2962,104168,짠된장,복합식품,조미식,장류,기타,1
2963,104170,짠지,복합식품,부식,김치,기타,7
2964,104171,짠지나물,복합식품,부식,나물류,기타,1
2965,104174,쪽정과,복합식품,기호식,한과류,정과,4
2966,104175,찐만두,복합식품,기호식,떡류,기타,1
2967,104176,찜,복합식품,부식,찜류,찜,1
2968,104177,차,단일식품,기호식,음청류,다류,11
2969,104189,차수과,복합식품,기호식,음청류,기타,1
2970,104190,차수수밥,복합식품,주식,밥류,흰밥,1
2971,104192,차조기꿀,복합식품,주식,죽류,즙,1
2972,104193,차조기떡,복합식품,기호식,떡류,친떡,1
2973,104195,차조기술,복합식품,주류,양조곡주,혼양곡주류,3
2974,104196,차조기씨기름,복합식품,조미식,양념류,양념류,4
2975,104197,차조기씨죽,복합식품,주식,죽류,죽,2
2976,104198,차조기엿,복합식품,조미식,양념류,양념류,1
2977,104201,차조기죽,복합식품,주식,죽류,죽,8
2978,104202,차조기차,복합식품,기호식,음청류,다류,1
2979,104204,차조기탕,복합식품,기호식,음청류,음료류,1
2980,104205,차조누룩,복합식품,기타,기타,기타,1
2981,104206,차조미음,복합식품,주식,죽류,미음,3
2982,104207,차조식초,복합식품,주류,기타,기타,2
2983,104208,차조인절미,복합식품,기호식,떡류,친떡,1
2984,104211,차주법,복합식품,주류,양조곡주,혼양곡주류,1
2985,104212,찰경단,복합식품,기호식,떡류,삶은떡,1
2986,104213,찰기장떡,복합식품,기호식,떡류,기타,1
2987,104215,찰기장쌀죽,복합식품,주식,죽류,기타,1
2988,104216,찰떡,복합식품,기호식,떡류,찐떡,4
2989,104217,찰밥,복합식품,주식,밥류,흰밥,4
2990,104219,찰시루떡,복합식품,기호식,떡류,찐떡,1
2991,104220,찰전병,복합식품,기호식,떡류,지진떡,2
2992,104221,찰전이과,복합식품,기호식,떡류,기타,1
2993,104223,참기름,복합식품,조미식,양념류,양념류,12
2994,104226,참기름장,복합식품,조미식,장류,기타,1
2995,104227,참깨,단일식품,조미식,양념류,양념류,6
2996,104228,참깨가루,복합식품,조미식,양념류,양념류,1
2997,104229,참깨과자,복합식품,기타,기타,기타,1
2998,104230,참깨냉국,복합식품,부식,국류,기타,1
2999,104231,참깨다식,복합식품,기호식,한과류,다식,1
3000,104232,참깨밀전병,복합식품,부식,구이류,전,1
3001,104234,참깨장,복합식품,조미식,장류,기타,2
3002,104235,참깨주,복합식품,주류,양조곡주,순곡주류,1
3003,104236,참깨죽,복합식품,주식,죽류,죽,1
3004,104237,참깨환,복합식품,조미식,양념류,양념류,1
3005,104238,참담,복합식품,부식,회류,편육,1
3006,104239,참무동치미,복합식품,부식,김치,무김치,1
3007,104240,참무장,복합식품,조미식,장류,기타,1
3008,104241,참새,단일식품,기타,기타,기타,4
3009,104242,참새고기,단일식품,부식,구이류,구이,1
3010,104243,참새구이,복합식품,부식,구이류,구이,4
3011,104244,참새만두,복합식품,주식,면류,만두,1
3012,104245,참새식해,복합식품,부식,젓갈류,식해,1
3013,104246,참새자반,복합식품,부식,장아찌류,기타,2
3014,104247,참새전,복합식품,부식,구이류,전,3
3015,104249,참새젓갈,복합식품,부식,젓갈류,기타,2
3016,104250,참새죽,복합식품,주식,죽류,죽,1
3017,104251,참외,단일식품,기타,기타,기타,6
3018,104254,참외씨기름,복합식품,조미식,양념류,양념류,1
3019,104255,참외장아찌,복합식품,부식,장아찌류,장아찌,2
3020,104256,참외절임,복합식품,기타,기타,기타,2
3021,104257,참외탕,복합식품,부식,국류,토장국,1
3022,104259,참조기젓,복합식품,부식,젓갈류,발효젓,1
3023,104260,참죽경단,복합식품,기호식,떡류,삶은떡,1
3024,104261,참죽나무순,복합식품,부식,나물류,숙채,1
3025,104263,찹쌀,복합식품,기타,기타,기타,3
3026,104264,찹쌀강정,복합식품,기호식,떡류,기타,1
3027,104265,찹쌀갱미죽,복합식품,주식,죽류,죽,1
3028,104266,찹쌀경단,복합식품,기호식,떡류,삶은떡,1
3029,104267,찹쌀경단국,복합식품,부식,국류,맑은장국,1
3030,104268,찹쌀고추장,복합식품,조미식,장류,고추장,9
3031,104269,찹쌀다식,복합식품,기호식,한과류,정과,1
3032,104270,찹쌀떡,복합식품,기호식,떡류,찐떡,1
3033,104271,찹쌀떡튀김,복합식품,기호식,떡류,기타,1
3034,104273,찹쌀미수가루,복합식품,기타,기타,기타,3
3035,104275,찹쌀소주,복합식품,주류,증류주,순곡증류주,1
3036,104276,찹쌀인절미구이,복합식품,기호식,떡류,기타,1
3037,104277,찹쌀전병,복합식품,기호식,떡류,지진떡,1
3038,104278,찹쌀즙,복합식품,주식,죽류,즙,1
3039,104281,창란젓,복합식품,부식,젓갈류,발효젓,2
3040,104282,창면,복합식품,기호식,음청류,화채,6
3041,104283,창면화채,복합식품,기호식,음청류,화채,1
3042,104284,창자찜,복합식품,부식,찜류,찜,1
3043,104285,창증약,복합식품,기호식,음청류,기타,1
3044,104286,창출,복합식품,기호식,음청류,다류,1
3045,104287,창출주,복합식품,주류,양조곡주,혼양곡주류,2
3046,104288,창출차,복합식품,기호식,음청류,다류,1
3047,104289,창출환,복합식품,기타,기타,기타,1
3048,104291,창포식초,복합식품,조미식,양념류,양념류,6
3049,104292,창포식해,복합식품,부식,김치,기타,1
3050,104293,창포주,복합식품,주류,기타,기타,8
3051,104294,창포초,복합식품,조미식,양념류,양념류,1
3052,104295,채과장아찌말림,복합식품,기타,기타,기타,1
3053,104296,채김치,복합식품,부식,김치,무김치,4
3054,104297,채깍두기,복합식품,부식,김치,무김치,2
3055,104298,채상,복합식품,기타,기타,기타,1
3056,104299,채소,복합식품,기타,기타,기타,4
3057,104301,채소경단,복합식품,기호식,떡류,삶은떡,1
3058,104302,채소고기볶음,복합식품,부식,찜류,볶음,1
3059,104303,채소과,복합식품,기호식,한과류,유밀과,2
3060,104304,채소만두,복합식품,주식,면류,만두,3
3061,104305,채소말림,복합식품,기타,기타,기타,4
3062,104306,채소부각,복합식품,부식,장아찌류,부각,1
3063,104308,채소전,복합식품,부식,구이류,전,2
3064,104309,채소전골,복합식품,부식,전골류,전골,5
3065,104310,채소전유어,복합식품,부식,구이류,전유어,2
3066,104311,채소절임,기술,부식,김치,기타,7
3067,104312,채소지짐,복합식품,기호식,한과류,정과,1
3068,104313,채소초절임,복합식품,기타,기타,기타,1
3069,104314,채회,복합식품,부식,회류,기타,1
3070,104315,책면,복합식품,기호식,음청류,화채,4
3071,104316,천금미수가루,복합식품,기타,기타,기타,1
3072,104317,천금주,복합식품,주류,양조곡주,혼양곡주류,2
3073,104318,천금초,복합식품,기타,기타,기타,4
3074,104321,천리육,복합식품,부식,구이류,구이,1
3075,104323,천리찬,복합식품,기타,기타,기타,4
3076,104324,천리초,복합식품,조미식,양념류,양념류,2
3077,104325,천리포,복합식품,부식,장아찌류,기타,1
3078,104326,천문동,단일식품,주류,양조곡주,혼양곡주류,5
3079,104327,천문동정과,복합식품,기호식,한과류,정과,1
3080,104328,천문동주,복합식품,주류,양조곡주,혼양곡주류,4
3081,104329,천어잔생선,복합식품,부식,찜류,조림,1
3082,104330,천엽만두,복합식품,주식,면류,만두,1
3083,104331,천엽볶음,복합식품,부식,찜류,볶음,4
3084,104332,천엽전,복합식품,부식,구이류,전유어,9
3085,104334,천엽조치,복합식품,부식,전골류,찌개,1
3086,104335,천엽즙,복합식품,주식,죽류,즙,1
3087,104336,천엽회,복합식품,부식,회류,기타,1
3088,104337,천일주,복합식품,주류,기타,기타,3
3089,104338,천초,기술,기타,기타,기타,1
3090,104339,천초유과,복합식품,기호식,한과류,유과,1
3091,104340,천축주,복합식품,주류,기타,기타,2
