,대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
502,100777,녹두떡,복합식품,기호식,떡류,찐떡,6
503,100780,녹두묵,복합식품,기타,기타,기타,7
504,100782,녹두미음,복합식품,주식,죽류,죽,1
505,100783,녹두부침,복합식품,부식,구이류,전,1
506,100785,녹두소,복합식품,기호식,떡류,찐떡,1
507,100787,녹두시루떡,복합식품,기호식,떡류,찐떡,25
508,100789,녹두주,복합식품,주류,기타,기타,1
509,100790,녹두죽,복합식품,주식,죽류,죽,11
510,100791,녹두즙,복합식품,주식,죽류,죽,2
511,100792,녹두차,단일식품,기호식,음청류,다류,3
512,100795,녹두편,복합식품,기호식,떡류,찐떡,5
513,100796,녹말,복합식품,기타,기타,기타,6
514,100799,녹말국수,복합식품,주식,면류,국수,2
515,100800,녹말다식,복합식품,기호식,한과류,다식,9
516,100801,녹말떡,복합식품,기호식,한과류,정과,1
517,100802,녹말묵,복합식품,부식,나물류,묵,2
518,100804,녹말응이,복합식품,주식,죽류,응이,1
519,100805,녹말정과,복합식품,기호식,한과류,정과,1
520,100806,녹말편,복합식품,기호식,한과류,정과,5
521,100807,녹미주,복합식품,주류,기타,기타,1
522,100809,녹신죽,복합식품,주식,죽류,죽,1
523,100810,녹아압,복합식품,부식,찜류,찜,1
524,100811,녹용,복합식품,부식,국류,탕류,1
525,100813,녹운탕,복합식품,기호식,음청류,음료류,1
526,100814,녹육,복합식품,기타,기타,기타,1
527,100816,녹파주,복합식품,주류,양조곡주,순곡주류,8
528,100818,농어조림,복합식품,부식,찜류,조림,1
529,100820,뇌차,복합식품,기호식,음청류,다류,1
530,100821,누룩,복합식품,주류,기타,기타,20
531,100823,누룩발효,복합식품,주류,기타,기타,1
532,100824,양고기국,복합식품,부식,국류,기타,1
533,100825,누룩장,복합식품,조미식,장류,기타,9
534,100826,누룩절임,복합식품,기타,기타,기타,1
535,100827,누룩주,복합식품,주류,양조곡주,순곡주류,1
536,100828,누룩죽,복합식품,주식,죽류,죽,1
537,100829,누룩즙,복합식품,부식,국류,탕류,1
538,100830,누르미,복합식품,부식,구이류,구이,4
539,100831,누름적,복합식품,부식,구이류,적,7
540,100832,누면,복합식품,주식,면류,기타,1
541,100833,누영춘방,복합식품,기호식,음청류,다류,1
542,100836,느릅나무껍질,단일식품,기호식,떡류,찐떡,1
543,100840,느릅나무열매누룩,복합식품,기타,기타,기타,1
544,100841,느릅나무열매말림,복합식품,기타,기타,기타,1
545,100842,느릅나무열매장,복합식품,조미식,장류,된장,6
546,100844,느티떡,복합식품,기호식,떡류,찐떡,6
547,100845,느티시루떡,복합식품,기호식,떡류,찐떡,1
548,100846,늑압소,복합식품,기타,기타,기타,1
549,100847,능금,기술,기타,기타,기타,2
550,100848,능금단,복합식품,기타,기타,기타,2
551,100849,능금미수가루,복합식품,기타,기타,기타,1
552,100850,능금술,복합식품,주류,기타,기타,1
553,100851,능금음료,복합식품,기호식,음청류,기타,1
554,100855,다시마,복합식품,부식,나물류,생채,2
555,100856,다시마구이,복합식품,기타,기타,기타,1
556,100857,다시마식초,복합식품,조미식,양념류,양념류,1
557,100858,다시마자반,복합식품,부식,장아찌류,기타,3
558,100859,다시마찜,복합식품,부식,찜류,찜,1
559,100860,다시마튀각,복합식품,부식,장아찌류,기타,5
560,100861,다식,복합식품,기호식,한과류,다식,57
561,100864,다을과,복합식품,기호식,한과류,다식,1
562,100866,닥나무잎주,복합식품,주류,기타,기타,1
563,100867,닥주,복합식품,주류,양조곡주,혼양곡주류,1
564,100868,단술,복합식품,주류,양조곡주,기타,2
565,100869,단자,복합식품,기호식,떡류,친떡,20
566,100870,단호박,단일식품,기타,기타,기타,1
567,100872,달걀,단일식품,기타,기타,기타,8
568,100874,달걀경단,복합식품,기호식,떡류,삶은떡,1
569,100875,달걀구이,복합식품,부식,구이류,구이,4
570,100876,달걀국,복합식품,부식,국류,맑은장국,1
571,100877,달걀국수,복합식품,주식,면류,국수,2
572,100878,달걀꿀과자,복합식품,기호식,한과류,기타,1
573,100879,달걀누르미,복합식품,부식,구이류,구이,1
574,100881,달걀볶음,복합식품,부식,찜류,볶음,1
575,100882,달걀선,복합식품,부식,찜류,선,1
576,100884,달걀쌈,복합식품,부식,구이류,전,3
577,100885,달걀타락스프,복합식품,기타,기타,기타,1
578,100887,달걀자,복합식품,기타,기타,기타,1
579,100888,달걀장,복합식품,조미식,장류,기타,4
580,100889,달걀장아찌,복합식품,부식,장아찌류,장아찌,2
581,100890,달걀장조림,복합식품,부식,찜류,조림,1
582,100891,달걀조림,복합식품,부식,찜류,조림,1
583,100892,달걀조치,복합식품,부식,전골류,찌개,1
584,100893,달걀죽,복합식품,주식,죽류,죽,2
585,100894,달걀지짐이,복합식품,부식,국류,탕류,1
586,100895,달걀찌개,복합식품,부식,전골류,찌개,3
587,100896,달걀탕,복합식품,부식,국류,탕류,6
588,100898,달걀튀김,복합식품,기타,기타,기타,1
589,100899,달래장아찌,복합식품,부식,장아찌류,장아찌,4
590,100900,달래절임,복합식품,부식,김치,기타,1
591,100906,닭가슴살무침,복합식품,부식,나물류,냉채,1
592,100910,닭고기만두,복합식품,기호식,떡류,삶은떡,1
593,100911,닭고기밥,복합식품,주식,밥류,기타,1
594,100914,닭장아찌,복합식품,부식,장아찌류,기타,1
595,100915,닭장조림,복합식품,부식,찜류,조림,1
596,100918,닭곰탕,복합식품,부식,국류,곰국,4
597,100919,닭구이,복합식품,부식,구이류,구이,18
598,100920,닭국,복합식품,부식,국류,탕류,9
599,100922,닭김치,복합식품,부식,김치,기타,2
600,100923,닭깍두기,복합식품,부식,김치,무김치,2
601,100925,닭냉면,복합식품,주식,면류,냉면,1
602,100926,닭냉채,복합식품,부식,나물류,냉채,1
603,100927,닭만두,복합식품,부식,찜류,찜,1
604,100928,닭모래주머니속껍질구이,복합식품,부식,구이류,구이,1
605,100929,닭백숙,복합식품,기타,기타,기타,5
606,100930,닭볶음,복합식품,부식,찜류,볶음,11
607,100931,닭볶음탕,복합식품,부식,찜류,볶음,1
608,100933,닭수육,복합식품,기타,기타,기타,1
609,100934,닭스프,복합식품,기타,기타,기타,1
610,100935,닭쌈,복합식품,부식,구이류,전,1
611,100936,닭적,복합식품,부식,구이류,적,4
612,100937,닭전골,복합식품,부식,전골류,전골,3
613,100938,닭조림,복합식품,기타,기타,기타,5
614,100939,닭죽,복합식품,주식,죽류,죽,8
615,100940,닭찜,복합식품,부식,찜류,찜,27
616,100941,닭창자국,복합식품,부식,국류,기타,1
617,100942,닭탕,복합식품,부식,국류,탕류,7
618,100943,닭튀김,복합식품,부식,구이류,구이,2
619,100944,닭포,복합식품,부식,장아찌류,기타,1
620,100945,닭회,복합식품,부식,회류,생회,2
621,100946,담두시법,복합식품,기타,보관법,,1
622,100947,담북장,복합식품,조미식,장류,된장,5
623,100948,담수장,복합식품,주류,기타,기타,1
624,100949,당,복합식품,조미식,양념류,양념류,23
625,100950,당귀,단일식품,부식,나물류,생채,6
626,100951,당귀가루,단일식품,기타,기타,기타,1
627,100952,당귀국,복합식품,부식,국류,기타,1
628,100953,당귀나물,복합식품,부식,나물류,기타,1
629,100954,당귀다식,복합식품,기호식,한과류,다식,4
630,100955,당귀단자,복합식품,기호식,떡류,친떡,2
631,100956,당귀떡,복합식품,기호식,떡류,기타,2
632,100957,당귀뿌리,기술,기타,보관법,,1
633,100958,당귀소주,복합식품,주류,기타,기타,1
634,100959,당귀술,복합식품,기호식,떡류,지진떡,2
635,100962,당귀줄기구이,복합식품,부식,구이류,구이,1
636,100963,당귀차,복합식품,기호식,음청류,다류,2
637,100964,당귀편,복합식품,부식,찜류,초,3
638,100965,당근,단일식품,기타,기타,기타,1
639,100966,당근김치,복합식품,기타,기타,기타,3
640,100967,당근무침,복합식품,부식,나물류,숙채,1
641,100968,당근절임,복합식품,기타,기타,기타,3
642,100969,당근정과,복합식품,기호식,한과류,정과,2
643,100970,당나귀창자,기술,부식,국류,기타,1
644,100971,당량법주,복합식품,주류,양조곡주,순곡주류,1
645,100973,당정과,복합식품,기호식,한과류,정과,3
646,100974,대구,단일식품,기타,기타,기타,5
647,100975,대구국,복합식품,부식,국류,맑은장국,8
648,100976,대구껍질누르미,복합식품,부식,구이류,구이,1
649,100977,대구껍질무침,복합식품,부식,회류,초회,1
650,100978,대구껍질탕,복합식품,부식,국류,탕류,1
651,100979,대구명태찌개,복합식품,부식,전골류,찌개,2
652,100981,대구전유어,복합식품,부식,구이류,전유어,2
653,100982,대구조림,복합식품,부식,찜류,조림,2
654,100983,대구찌개,복합식품,부식,국류,맑은장국,1
655,100984,대구회,단일식품,부식,회류,생회,2
656,100986,대나무잎떡,복합식품,기호식,떡류,찐떡,1
657,100987,대나무잎영양밥,복합식품,주식,밥류,기타,1
658,100988,대나무잎주,복합식품,주류,기타,기타,1
659,100989,대나무잎죽,복합식품,주식,죽류,죽,1
660,100990,대나무잎찰밥,복합식품,주식,밥류,흰밥,1
661,100991,대나무진액주,복합식품,주류,기타,기타,2
662,100992,대나무통고기구이,복합식품,부식,구이류,구이,1
663,100993,대나무통밥,복합식품,주식,밥류,흰밥,1
664,100994,대나무통주,복합식품,주류,양조곡주,순곡주류,1
665,100996,대두,단일식품,주식,죽류,죽,1
666,100997,대두식초,복합식품,조미식,양념류,양념류,1
667,100998,대두장,복합식품,조미식,장류,기타,1
668,100999,대두주,복합식품,주식,죽류,죽,2
669,101000,대두즙,복합식품,주식,죽류,즙,1
670,101001,대두천세고주,복합식품,주류,기타,기타,1
671,101002,대마술,복합식품,주류,양조곡주,혼양곡주류,1
672,101003,대만두,복합식품,주식,면류,만두,7
673,101006,대맥장,복합식품,조미식,장류,기타,1
674,101007,대맥초,복합식품,조미식,양념류,양념류,2
675,101009,대약과,복합식품,기호식,한과류,유밀과,11
676,101010,대주백타국,복합식품,주류,기타,기타,1
677,101012,대추,단일식품,조미식,양념류,고명류,24
678,101015,대추경단,복합식품,기호식,떡류,삶은떡,1
679,101017,대추기름,복합식품,조미식,양념류,양념류,1
680,101018,대추껍질,복합식품,기타,기타,기타,1
681,101019,대추단자,복합식품,기호식,떡류,친떡,6
682,101020,대추떡,복합식품,기호식,떡류,찐떡,2
683,101021,대추란,복합식품,기호식,한과류,기타,1
684,101022,대추미음,복합식품,주식,죽류,미음,3
685,101023,대추사향차,복합식품,기호식,음청류,음료류,1
686,101025,대추송편,복합식품,기호식,떡류,찐떡,1
687,101026,대추식초,복합식품,주류,기타,기타,10
688,101027,대추엿,복합식품,기호식,한과류,기타,2
689,101028,대추엿강정,복합식품,기호식,한과류,엿강정,2
690,101029,대추인절미,복합식품,기호식,떡류,친떡,5
691,101031,대추전병,복합식품,기호식,떡류,지진떡,1
692,101032,대추정과,복합식품,기호식,한과류,정과,3
693,101034,대추주악,복합식품,기호식,떡류,지진떡,7
694,101035,대추죽,복합식품,주식,죽류,죽,3
695,101036,대추차,단일식품,기호식,음청류,음료류,2
696,101038,대추탕,복합식품,기호식,음청류,음료류,1
697,101039,대추편,복합식품,부식,장아찌류,기타,4
698,101041,대추포,복합식품,부식,장아찌류,기타,2
699,101044,대하무침,복합식품,부식,회류,초회,5
700,101045,대하볶음,복합식품,부식,찜류,볶음,2
701,101047,대하전,복합식품,부식,구이류,전,2
702,101049,대하찜,복합식품,부식,찜류,찜,1
703,101050,대합,단일식품,기타,기타,기타,1
704,101051,대합구이,복합식품,부식,구이류,구이,5
705,101053,대합식해,복합식품,부식,젓갈류,식해,1
706,101054,대합요리,복합식품,기타,기타,기타,1
707,101055,대합전골,복합식품,부식,전골류,전골,1
708,101056,대합전유어,복합식품,부식,구이류,전유어,1
709,101057,대합젓,복합식품,부식,젓갈류,발효젓,2
710,101059,대합찜,복합식품,부식,찜류,찜,3
711,101060,대합회,단일식품,부식,회류,생회,3
712,101062,대화전유어,복합식품,부식,구이류,전유어,1
713,101063,대화찜,복합식품,부식,찜류,찜,2
714,101065,더덕구이,복합식품,부식,구이류,구이,7
715,101066,더덕나물,복합식품,부식,나물류,기타,1
716,101067,더덕된장,복합식품,조미식,장류,기타,1
717,101068,더덕떡,복합식품,기호식,떡류,찐떡,1
718,101069,더덕산승,복합식품,기호식,떡류,지진떡,1
719,101070,더덕생채,복합식품,부식,나물류,생채,3
720,101071,더덕자반,복합식품,부식,장아찌류,기타,5
721,101072,더덕장,복합식품,조미식,장류,기타,3
722,101073,더덕장아찌,복합식품,부식,장아찌류,장아찌,1
723,101075,더덕절임,복합식품,기타,기타,기타,1
724,101076,더덕튀김,복합식품,기호식,떡류,기타,1
725,101077,도꼬마리된장죽,복합식품,주식,죽류,기타,1
726,101079,도꼬마리씨죽,복합식품,주식,죽류,죽,3
727,101080,도꼬마리잎국,복합식품,부식,국류,기타,1
728,101081,도꼬마리잎나물,복합식품,부식,나물류,숙채,1
729,101082,도꼬마리차,복합식품,기호식,음청류,다류,1
730,101083,도라지,단일식품,부식,찜류,찜,5
731,101084,도라지나물,복합식품,부식,나물류,숙채,8
732,101085,도라지생채,복합식품,부식,나물류,생채,10
733,101086,도라지식초,복합식품,부식,찜류,초,3
734,101087,도라지식해,복합식품,부식,젓갈류,식해,1
735,101088,도라지자반,복합식품,부식,장아찌류,기타,1
736,101089,도라지장아찌,복합식품,부식,찜류,기타,1
737,101090,도라지적,복합식품,부식,구이류,적,1
